Time (s),sf1,sf2,sf3,sf4,sf5,sf6
50.599999,+8.882e-02,+1.113e-01,+1.667e-01,+9.937e-02,+1.060e-01,+1.409e-01
50.609999,+8.864e-02,+1.125e-01,+1.668e-01,+9.594e-02,+1.058e-01,+1.470e-01
50.619999,+8.846e-02,+1.069e-01,+1.669e-01,+9.390e-02,+1.055e-01,+1.506e-01
50.639999,+8.828e-02,+1.100e-01,+1.670e-01,+9.266e-02,+1.053e-01,+1.526e-01
50.649999,+8.810e-02,+1.119e-01,+1.671e-01,+9.188e-02,+1.051e-01,+1.475e-01
50.659999,+8.792e-02,+1.131e-01,+1.672e-01,+9.135e-02,+1.049e-01,+1.444e-01
50.679999,+8.775e-02,+1.138e-01,+1.673e-01,+9.097e-02,+1.047e-01,+1.425e-01
50.689999,+9.397e-02,+1.143e-01,+1.674e-01,+9.068e-02,+1.109e-01,+1.413e-01
50.699999,+9.762e-02,+1.147e-01,+1.675e-01,+9.044e-02,+1.145e-01,+1.405e-01
50.719999,+9.979e-02,+1.086e-01,+1.676e-01,+9.662e-02,+1.166e-01,+1.464e-01
50.729999,+9.472e-02,+1.050e-01,+1.677e-01,+1.002e-01,+1.115e-01,+1.497e-01
50.739999,+9.176e-02,+1.029e-01,+1.678e-01,+1.024e-01,+1.086e-01,+1.453e-01
50.759999,+9.000e-02,+1.016e-01,+1.679e-01,+1.037e-01,+1.068e-01,+1.427e-01
50.769999,+8.892e-02,+1.072e-01,+1.679e-01,+1.046e-01,+1.056e-01,+1.411e-01
50.789999,+8.822e-02,+1.104e-01,+1.680e-01,+1.051e-01,+1.113e-01,+1.464e-01
50.799999,+8.775e-02,+1.124e-01,+1.681e-01,+1.056e-01,+1.146e-01,+1.495e-01
50.809999,+8.714e-02,+1.143e-01,+1.683e-01,+9.978e-02,+1.114e-01,+1.524e-01
50.829999,+8.691e-02,+1.149e-01,+1.684e-01,+9.621e-02,+1.084e-01,+1.531e-01
50.849999,+9.311e-02,+1.153e-01,+1.685e-01,+9.410e-02,+1.129e-01,+1.535e-01
50.859999,+9.674e-02,+1.156e-01,+1.686e-01,+9.282e-02,+1.156e-01,+1.538e-01
50.869999,+9.890e-02,+1.158e-01,+1.687e-01,+9.201e-02,+1.172e-01,+1.540e-01
50.889999,+1.002e-01,+1.160e-01,+1.688e-01,+9.147e-02,+1.118e-01,+1.542e-01
50.899999,+1.011e-01,+1.099e-01,+1.689e-01,+9.108e-02,+1.151e-01,+1.544e-01
50.919999,+1.017e-01,+1.062e-01,+1.689e-01,+9.078e-02,+1.170e-01,+1.545e-01
50.929999,+1.021e-01,+1.041e-01,+1.690e-01,+9.054e-02,+1.182e-01,+1.546e-01
50.939999,+1.024e-01,+1.028e-01,+1.691e-01,+9.032e-02,+1.189e-01,+1.548e-01
50.959999,+1.027e-01,+1.020e-01,+1.692e-01,+9.012e-02,+1.194e-01,+1.549e-01
50.969999,+1.030e-01,+1.014e-01,+1.693e-01,+8.992e-02,+1.198e-01,+1.550e-01
50.979999,+1.032e-01,+1.010e-01,+1.694e-01,+8.974e-02,+1.201e-01,+1.551e-01
50.999999,+1.035e-01,+1.007e-01,+1.695e-01,+8.955e-02,+1.203e-01,+1.488e-01
51.009999,+9.729e-02,+1.068e-01,+1.696e-01,+9.577e-02,+1.206e-01,+1.451e-01
51.019999,+9.370e-02,+1.104e-01,+1.697e-01,+9.941e-02,+1.208e-01,+1.429e-01
51.039999,+9.157e-02,+1.125e-01,+1.698e-01,+1.016e-01,+1.210e-01,+1.415e-01
51.049999,+9.029e-02,+1.138e-01,+1.698e-01,+1.029e-01,+1.212e-01,+1.406e-01
51.059999,+8.947e-02,+1.082e-01,+1.699e-01,+1.038e-01,+1.213e-01,+1.400e-01
51.079999,+8.894e-02,+1.050e-01,+1.700e-01,+1.043e-01,+1.215e-01,+1.395e-01
51.089999,+8.855e-02,+1.030e-01,+1.701e-01,+1.048e-01,+1.217e-01,+1.391e-01
51.099999,+9.466e-02,+1.018e-01,+1.702e-01,+1.051e-01,+1.219e-01,+1.387e-01
51.119999,+9.824e-02,+1.010e-01,+1.703e-01,+1.054e-01,+1.221e-01,+1.384e-01
51.129999,+1.017e-01,+1.001e-01,+1.705e-01,+9.948e-02,+1.225e-01,+1.378e-01
51.149999,+1.025e-01,+9.983e-02,+1.705e-01,+9.589e-02,+1.226e-01,+1.376e-01
51.169999,+1.031e-01,+9.957e-02,+1.706e-01,+9.376e-02,+1.228e-01,+1.373e-01
51.179999,+1.035e-01,+9.934e-02,+1.707e-01,+9.247e-02,+1.230e-01,+1.370e-01
51.189999,+1.039e-01,+9.912e-02,+1.708e-01,+9.806e-02,+1.168e-01,+1.367e-01
51.209999,+1.041e-01,+9.891e-02,+1.709e-01,+1.013e-01,+1.131e-01,+1.365e-01
51.219999,+1.044e-01,+9.871e-02,+1.710e-01,+1.033e-01,+1.110e-01,+1.362e-01
51.239999,+9.824e-02,+9.851e-02,+1.711e-01,+1.045e-01,+1.096e-01,+1.359e-01
51.249999,+9.465e-02,+9.831e-02,+1.711e-01,+1.053e-01,+1.088e-01,+1.356e-01
51.259999,+9.253e-02,+9.811e-02,+1.712e-01,+1.058e-01,+1.082e-01,+1.354e-01
51.279999,+9.124e-02,+9.791e-02,+1.713e-01,+9.983e-02,+1.078e-01,+1.351e-01
51.289999,+9.043e-02,+9.772e-02,+1.714e-01,+1.027e-01,+1.075e-01,+1.348e-01
51.299999,+8.989e-02,+1.039e-01,+1.715e-01,+1.045e-01,+1.072e-01,+1.346e-01
51.319999,+8.951e-02,+1.075e-01,+1.716e-01,+1.056e-01,+1.133e-01,+1.343e-01
51.329999,+8.921e-02,+1.097e-01,+1.717e-01,+9.988e-02,+1.105e-01,+1.340e-01
51.339999,+8.897e-02,+1.110e-01,+1.717e-01,+9.656e-02,+1.088e-01,+1.338e-01
51.359999,+8.875e-02,+1.118e-01,+1.718e-01,+9.458e-02,+1.078e-01,+1.335e-01
51.369999,+8.855e-02,+1.124e-01,+1.719e-01,+9.978e-02,+1.071e-01,+1.332e-01
51.379999,+8.836e-02,+1.128e-01,+1.720e-01,+1.028e-01,+1.066e-01,+1.393e-01
51.399999,+8.818e-02,+1.131e-01,+1.721e-01,+1.047e-01,+1.062e-01,+1.429e-01
51.409999,+8.800e-02,+1.134e-01,+1.722e-01,+1.058e-01,+1.059e-01,+1.450e-01
51.419999,+8.782e-02,+1.136e-01,+1.722e-01,+1.065e-01,+1.056e-01,+1.462e-01
51.439999,+8.765e-02,+1.139e-01,+1.723e-01,+1.007e-01,+1.054e-01,+1.470e-01
51.449999,+8.747e-02,+1.141e-01,+1.724e-01,+9.722e-02,+1.052e-01,+1.411e-01
51.469999,+8.729e-02,+1.143e-01,+1.725e-01,+1.016e-01,+1.050e-01,+1.376e-01
51.479999,+8.712e-02,+1.081e-01,+1.726e-01,+1.042e-01,+1.047e-01,+1.355e-01
51.489999,+8.694e-02,+1.045e-01,+1.727e-01,+1.057e-01,+1.109e-01,+1.342e-01
51.509999,+8.677e-02,+1.023e-01,+1.727e-01,+1.067e-01,+1.145e-01,+1.397e-01
51.529999,+9.664e-02,+1.002e-01,+1.729e-01,+1.078e-01,+1.180e-01,+1.384e-01
51.549999,+9.882e-02,+9.962e-02,+1.730e-01,+1.082e-01,+1.188e-01,+1.422e-01
51.569999,+9.461e-02,+9.891e-02,+1.732e-01,+1.087e-01,+1.197e-01,+1.456e-01
51.589999,+9.138e-02,+9.864e-02,+1.732e-01,+1.026e-01,+1.137e-01,+1.464e-01
51.609999,+8.829e-02,+9.819e-02,+1.734e-01,+9.683e-02,+1.080e-01,+1.473e-01
51.629999,+8.755e-02,+9.798e-02,+1.735e-01,+9.554e-02,+1.067e-01,+1.475e-01
51.649999,+8.705e-02,+9.778e-02,+1.736e-01,+9.472e-02,+1.058e-01,+1.477e-01
51.659999,+8.670e-02,+9.758e-02,+1.736e-01,+9.417e-02,+1.053e-01,+1.479e-01
51.679999,+8.642e-02,+9.738e-02,+1.737e-01,+9.378e-02,+1.049e-01,+1.481e-01
51.689999,+8.619e-02,+9.718e-02,+1.738e-01,+9.347e-02,+1.109e-01,+1.482e-01
51.699999,+8.598e-02,+9.699e-02,+1.739e-01,+9.322e-02,+1.145e-01,+1.484e-01
51.719999,+8.579e-02,+9.679e-02,+1.740e-01,+9.300e-02,+1.166e-01,+1.485e-01
51.729999,+8.543e-02,+9.641e-02,+1.741e-01,+9.899e-02,+1.187e-01,+1.488e-01
51.749999,+8.526e-02,+9.621e-02,+1.742e-01,+1.026e-01,+1.128e-01,+1.489e-01
51.769999,+8.508e-02,+9.602e-02,+1.743e-01,+1.048e-01,+1.094e-01,+1.490e-01
51.779999,+8.491e-02,+9.583e-02,+1.744e-01,+1.061e-01,+1.073e-01,+1.491e-01
51.799999,+8.457e-02,+9.545e-02,+1.745e-01,+1.075e-01,+1.053e-01,+1.494e-01
51.809999,+8.440e-02,+9.525e-02,+1.746e-01,+1.079e-01,+1.047e-01,+1.495e-01
51.829999,+8.423e-02,+9.506e-02,+1.747e-01,+1.083e-01,+1.043e-01,+1.497e-01
51.839999,+9.046e-02,+9.487e-02,+1.748e-01,+1.085e-01,+1.040e-01,+1.498e-01
51.849999,+9.412e-02,+9.468e-02,+1.748e-01,+1.088e-01,+1.037e-01,+1.499e-01
51.869999,+9.630e-02,+9.450e-02,+1.749e-01,+1.090e-01,+1.035e-01,+1.500e-01
51.889999,+9.850e-02,+1.005e-01,+1.687e-01,+1.095e-01,+1.030e-01,+1.503e-01
51.909999,+9.909e-02,+9.775e-02,+1.713e-01,+1.097e-01,+1.028e-01,+1.504e-01
51.929999,+9.952e-02,+9.609e-02,+1.729e-01,+1.099e-01,+1.090e-01,+1.506e-01
51.939999,+9.987e-02,+9.506e-02,+1.738e-01,+1.101e-01,+1.126e-01,+1.507e-01
51.949999,+1.002e-01,+9.440e-02,+1.743e-01,+1.103e-01,+1.148e-01,+1.444e-01
51.969999,+1.004e-01,+1.003e-01,+1.747e-01,+1.105e-01,+1.161e-01,+1.471e-01
51.979999,+1.007e-01,+1.038e-01,+1.749e-01,+1.043e-01,+1.169e-01,+1.487e-01
51.999999,+1.009e-01,+1.059e-01,+1.751e-01,+1.007e-01,+1.175e-01,+1.497e-01
52.009999,+1.012e-01,+1.072e-01,+1.752e-01,+1.050e-01,+1.179e-01,+1.503e-01
52.019999,+1.014e-01,+1.080e-01,+1.753e-01,+1.075e-01,+1.182e-01,+1.443e-01
52.039999,+1.016e-01,+1.085e-01,+1.754e-01,+1.090e-01,+1.184e-01,+1.471e-01
52.049999,+1.018e-01,+1.089e-01,+1.755e-01,+1.100e-01,+1.187e-01,+1.488e-01
52.069999,+9.566e-02,+1.029e-01,+1.756e-01,+1.106e-01,+1.189e-01,+1.498e-01
52.079999,+9.206e-02,+1.057e-01,+1.757e-01,+1.110e-01,+1.191e-01,+1.505e-01
52.089999,+8.994e-02,+1.074e-01,+1.758e-01,+1.050e-01,+1.193e-01,+1.509e-01
52.109999,+8.865e-02,+1.085e-01,+1.694e-01,+1.014e-01,+1.131e-01,+1.512e-01
52.119999,+8.785e-02,+1.092e-01,+1.657e-01,+9.935e-02,+1.158e-01,+1.514e-01
52.129999,+8.731e-02,+1.097e-01,+1.634e-01,+9.807e-02,+1.175e-01,+1.516e-01
52.149999,+9.333e-02,+1.036e-01,+1.620e-01,+9.726e-02,+1.185e-01,+1.517e-01
52.169999,+9.897e-02,+9.804e-02,+1.603e-01,+1.065e-01,+1.197e-01,+1.520e-01
52.189999,+1.003e-01,+1.032e-01,+1.598e-01,+1.086e-01,+1.136e-01,+1.457e-01
52.209999,+9.470e-02,+1.062e-01,+1.594e-01,+1.098e-01,+1.101e-01,+1.420e-01
52.219999,+9.146e-02,+1.080e-01,+1.590e-01,+1.106e-01,+1.143e-01,+1.398e-01
52.229999,+8.953e-02,+1.091e-01,+1.586e-01,+1.112e-01,+1.169e-01,+1.384e-01
52.249999,+8.836e-02,+1.098e-01,+1.583e-01,+1.116e-01,+1.184e-01,+1.375e-01
52.259999,+8.762e-02,+1.103e-01,+1.644e-01,+1.055e-01,+1.193e-01,+1.369e-01
52.279999,+8.712e-02,+1.107e-01,+1.679e-01,+1.019e-01,+1.200e-01,+1.364e-01
52.289999,+8.648e-02,+1.113e-01,+1.711e-01,+1.088e-01,+1.207e-01,+1.459e-01
52.309999,+8.625e-02,+1.115e-01,+1.654e-01,+1.103e-01,+1.210e-01,+1.480e-01
52.329999,+8.604e-02,+1.117e-01,+1.684e-01,+1.113e-01,+1.148e-01,+1.492e-01
52.339999,+8.585e-02,+1.119e-01,+1.702e-01,+1.119e-01,+1.176e-01,+1.499e-01
52.349999,+8.567e-02,+1.122e-01,+1.712e-01,+1.059e-01,+1.193e-01,+1.504e-01
52.369999,+9.189e-02,+1.124e-01,+1.719e-01,+1.025e-01,+1.203e-01,+1.507e-01
52.379999,+9.553e-02,+1.126e-01,+1.722e-01,+1.068e-01,+1.210e-01,+1.510e-01
52.389999,+9.771e-02,+1.128e-01,+1.725e-01,+1.094e-01,+1.214e-01,+1.448e-01
52.409999,+9.265e-02,+1.066e-01,+1.727e-01,+1.109e-01,+1.218e-01,+1.411e-01
52.419999,+8.969e-02,+1.094e-01,+1.728e-01,+1.119e-01,+1.156e-01,+1.453e-01
52.439999,+8.793e-02,+1.110e-01,+1.729e-01,+1.061e-01,+1.121e-01,+1.477e-01
52.449999,+8.685e-02,+1.121e-01,+1.730e-01,+1.027e-01,+1.099e-01,+1.492e-01
52.459999,+8.616e-02,+1.127e-01,+1.667e-01,+1.007e-01,+1.150e-01,+1.501e-01
52.479999,+8.570e-02,+1.132e-01,+1.694e-01,+9.951e-02,+1.180e-01,+1.506e-01
52.489999,+8.536e-02,+1.136e-01,+1.710e-01,+9.872e-02,+1.198e-01,+1.510e-01
52.499999,+9.149e-02,+1.139e-01,+1.719e-01,+9.819e-02,+1.209e-01,+1.513e-01
52.519999,+8.869e-02,+1.141e-01,+1.724e-01,+1.042e-01,+1.216e-01,+1.451e-01
52.529999,+8.702e-02,+1.143e-01,+1.728e-01,+1.077e-01,+1.221e-01,+1.414e-01
52.549999,+9.555e-02,+1.148e-01,+1.732e-01,+1.111e-01,+1.227e-01,+1.379e-01
52.569999,+9.863e-02,+1.088e-01,+1.735e-01,+1.125e-01,+1.129e-01,+1.363e-01
52.589999,+9.300e-02,+1.052e-01,+1.735e-01,+1.129e-01,+1.172e-01,+1.359e-01
52.609999,+8.778e-02,+1.119e-01,+1.737e-01,+1.134e-01,+1.212e-01,+1.351e-01
52.629999,+8.660e-02,+1.134e-01,+1.738e-01,+1.137e-01,+1.221e-01,+1.348e-01
52.639999,+8.585e-02,+1.144e-01,+1.739e-01,+1.139e-01,+1.227e-01,+1.409e-01
52.649999,+8.499e-02,+1.154e-01,+1.741e-01,+1.143e-01,+1.235e-01,+1.363e-01
52.669999,+8.472e-02,+1.158e-01,+1.741e-01,+1.145e-01,+1.237e-01,+1.352e-01
52.689999,+8.428e-02,+1.061e-01,+1.743e-01,+1.149e-01,+1.139e-01,+1.403e-01
52.709999,+8.410e-02,+1.039e-01,+1.744e-01,+1.151e-01,+1.118e-01,+1.437e-01
52.729999,+8.392e-02,+1.026e-01,+1.744e-01,+1.089e-01,+1.105e-01,+1.457e-01
52.739999,+8.374e-02,+1.018e-01,+1.745e-01,+1.053e-01,+1.096e-01,+1.469e-01
52.759999,+8.357e-02,+1.013e-01,+1.746e-01,+1.031e-01,+1.090e-01,+1.476e-01
52.769999,+8.340e-02,+1.009e-01,+1.747e-01,+1.018e-01,+1.086e-01,+1.481e-01
52.779999,+8.323e-02,+1.005e-01,+1.748e-01,+1.074e-01,+1.083e-01,+1.484e-01
52.799999,+8.307e-02,+1.003e-01,+1.748e-01,+1.107e-01,+1.144e-01,+1.487e-01
52.809999,+8.290e-02,+1.000e-01,+1.749e-01,+1.126e-01,+1.180e-01,+1.489e-01
52.819999,+8.273e-02,+9.981e-02,+1.750e-01,+1.074e-01,+1.201e-01,+1.490e-01
52.839999,+8.257e-02,+9.960e-02,+1.751e-01,+1.043e-01,+1.214e-01,+1.492e-01
52.849999,+8.240e-02,+9.939e-02,+1.752e-01,+1.025e-01,+1.222e-01,+1.493e-01
52.859999,+8.224e-02,+9.919e-02,+1.752e-01,+1.014e-01,+1.227e-01,+1.495e-01
52.879999,+8.207e-02,+9.899e-02,+1.753e-01,+1.007e-01,+1.231e-01,+1.496e-01
52.889999,+8.191e-02,+9.879e-02,+1.754e-01,+1.002e-01,+1.234e-01,+1.497e-01
52.899999,+8.175e-02,+9.859e-02,+1.755e-01,+9.978e-02,+1.172e-01,+1.499e-01
52.919999,+8.158e-02,+9.839e-02,+1.755e-01,+9.949e-02,+1.136e-01,+1.500e-01
52.929999,+8.782e-02,+9.820e-02,+1.756e-01,+1.056e-01,+1.115e-01,+1.501e-01
52.939999,+9.148e-02,+9.800e-02,+1.757e-01,+1.092e-01,+1.102e-01,+1.502e-01
52.959999,+9.366e-02,+9.780e-02,+1.758e-01,+1.114e-01,+1.093e-01,+1.504e-01
52.969999,+9.501e-02,+9.761e-02,+1.758e-01,+1.127e-01,+1.088e-01,+1.505e-01
52.989999,+9.588e-02,+9.741e-02,+1.695e-01,+1.135e-01,+1.083e-01,+1.442e-01
52.999999,+9.647e-02,+9.722e-02,+1.658e-01,+1.140e-01,+1.080e-01,+1.405e-01
53.009999,+9.691e-02,+1.034e-01,+1.699e-01,+1.144e-01,+1.077e-01,+1.383e-01
53.029999,+9.726e-02,+1.070e-01,+1.723e-01,+1.148e-01,+1.075e-01,+1.369e-01
53.049999,+9.783e-02,+1.003e-01,+1.745e-01,+1.153e-01,+1.172e-01,+1.354e-01
53.069999,+9.809e-02,+9.879e-02,+1.686e-01,+1.155e-01,+1.130e-01,+1.413e-01
53.089999,+9.833e-02,+9.784e-02,+1.651e-01,+1.157e-01,+1.104e-01,+1.448e-01
53.099999,+9.857e-02,+1.036e-01,+1.630e-01,+1.159e-01,+1.089e-01,+1.468e-01
53.109999,+9.880e-02,+1.070e-01,+1.616e-01,+1.161e-01,+1.079e-01,+1.480e-01
53.129999,+9.904e-02,+1.090e-01,+1.671e-01,+1.163e-01,+1.137e-01,+1.487e-01
53.139999,+9.950e-02,+1.111e-01,+1.721e-01,+1.167e-01,+1.190e-01,+1.495e-01
53.159999,+9.973e-02,+1.116e-01,+1.732e-01,+1.169e-01,+1.203e-01,+1.498e-01
53.169999,+9.356e-02,+1.120e-01,+1.739e-01,+1.171e-01,+1.210e-01,+1.500e-01
53.179999,+8.996e-02,+1.123e-01,+1.743e-01,+1.173e-01,+1.215e-01,+1.501e-01
53.189999,+8.784e-02,+1.062e-01,+1.745e-01,+1.175e-01,+1.155e-01,+1.503e-01
53.209999,+9.598e-02,+1.005e-01,+1.749e-01,+1.178e-01,+1.201e-01,+1.403e-01
53.229999,+9.780e-02,+9.916e-02,+1.750e-01,+1.180e-01,+1.212e-01,+1.445e-01
53.249999,+9.967e-02,+1.042e-01,+1.751e-01,+1.120e-01,+1.223e-01,+1.484e-01
53.269999,+9.379e-02,+1.076e-01,+1.752e-01,+1.084e-01,+1.227e-01,+1.493e-01
53.289999,+9.037e-02,+1.096e-01,+1.753e-01,+1.062e-01,+1.229e-01,+1.498e-01
53.299999,+8.834e-02,+1.109e-01,+1.754e-01,+1.049e-01,+1.232e-01,+1.502e-01
53.319999,+8.711e-02,+1.117e-01,+1.755e-01,+1.041e-01,+1.170e-01,+1.505e-01
53.329999,+8.634e-02,+1.058e-01,+1.755e-01,+1.035e-01,+1.134e-01,+1.507e-01
53.339999,+9.223e-02,+1.024e-01,+1.692e-01,+1.031e-01,+1.112e-01,+1.508e-01
53.359999,+9.568e-02,+1.068e-01,+1.655e-01,+1.028e-01,+1.163e-01,+1.510e-01
53.369999,+9.775e-02,+1.094e-01,+1.632e-01,+1.025e-01,+1.193e-01,+1.511e-01
53.379999,+9.902e-02,+1.109e-01,+1.682e-01,+1.023e-01,+1.210e-01,+1.513e-01
53.399999,+9.344e-02,+1.119e-01,+1.710e-01,+1.020e-01,+1.221e-01,+1.450e-01
53.409999,+9.019e-02,+1.125e-01,+1.727e-01,+1.018e-01,+1.228e-01,+1.477e-01
53.419999,+9.466e-02,+1.130e-01,+1.737e-01,+1.016e-01,+1.233e-01,+1.493e-01
53.429999,+9.731e-02,+1.133e-01,+1.743e-01,+1.014e-01,+1.236e-01,+1.503e-01
53.449999,+9.993e-02,+1.138e-01,+1.749e-01,+1.010e-01,+1.203e-01,+1.513e-01
53.469999,+9.420e-02,+1.141e-01,+1.751e-01,+1.008e-01,+1.220e-01,+1.515e-01
53.489999,+9.087e-02,+1.143e-01,+1.752e-01,+1.006e-01,+1.230e-01,+1.518e-01
53.499999,+8.889e-02,+1.145e-01,+1.753e-01,+1.004e-01,+1.237e-01,+1.519e-01
53.509999,+8.769e-02,+1.147e-01,+1.754e-01,+1.002e-01,+1.242e-01,+1.521e-01
53.529999,+8.693e-02,+1.149e-01,+1.755e-01,+9.998e-02,+1.245e-01,+1.522e-01
53.539999,+8.642e-02,+1.151e-01,+1.756e-01,+9.978e-02,+1.248e-01,+1.460e-01
53.559999,+8.606e-02,+1.089e-01,+1.757e-01,+9.958e-02,+1.250e-01,+1.423e-01
53.569999,+8.578e-02,+1.053e-01,+1.757e-01,+9.938e-02,+1.252e-01,+1.400e-01
53.579999,+8.555e-02,+1.031e-01,+1.758e-01,+9.918e-02,+1.254e-01,+1.387e-01
53.599999,+8.534e-02,+1.082e-01,+1.759e-01,+9.898e-02,+1.256e-01,+1.378e-01
53.609999,+8.515e-02,+1.112e-01,+1.760e-01,+9.878e-02,+1.258e-01,+1.371e-01
53.619999,+8.497e-02,+1.130e-01,+1.761e-01,+9.859e-02,+1.260e-01,+1.366e-01
53.639999,+8.479e-02,+1.141e-01,+1.697e-01,+9.839e-02,+1.261e-01,+1.362e-01
53.649999,+8.445e-02,+1.153e-01,+1.739e-01,+9.799e-02,+1.201e-01,+1.356e-01
53.669999,+8.428e-02,+1.093e-01,+1.748e-01,+9.780e-02,+1.164e-01,+1.353e-01
53.689999,+8.411e-02,+1.121e-01,+1.754e-01,+9.760e-02,+1.143e-01,+1.350e-01
53.699999,+8.394e-02,+1.139e-01,+1.757e-01,+1.038e-01,+1.129e-01,+1.347e-01
53.709999,+8.377e-02,+1.149e-01,+1.760e-01,+1.074e-01,+1.121e-01,+1.409e-01
53.729999,+8.360e-02,+1.156e-01,+1.761e-01,+1.096e-01,+1.115e-01,+1.444e-01
53.739999,+8.984e-02,+1.161e-01,+1.763e-01,+1.109e-01,+1.111e-01,+1.465e-01
53.759999,+9.349e-02,+1.164e-01,+1.700e-01,+1.053e-01,+1.171e-01,+1.477e-01
53.769999,+9.567e-02,+1.167e-01,+1.662e-01,+1.085e-01,+1.207e-01,+1.485e-01
53.779999,+9.701e-02,+1.170e-01,+1.704e-01,+1.104e-01,+1.227e-01,+1.490e-01
53.799999,+9.788e-02,+1.172e-01,+1.728e-01,+1.115e-01,+1.240e-01,+1.493e-01
53.809999,+9.847e-02,+1.110e-01,+1.742e-01,+1.123e-01,+1.248e-01,+1.496e-01
53.829999,+9.250e-02,+1.074e-01,+1.750e-01,+1.064e-01,+1.253e-01,+1.498e-01
53.839999,+9.543e-02,+1.052e-01,+1.755e-01,+1.029e-01,+1.257e-01,+1.499e-01
53.849999,+9.720e-02,+1.039e-01,+1.758e-01,+1.009e-01,+1.260e-01,+1.501e-01
53.869999,+9.830e-02,+1.031e-01,+1.760e-01,+1.060e-01,+1.263e-01,+1.438e-01
53.889999,+9.955e-02,+1.123e-01,+1.763e-01,+1.109e-01,+1.228e-01,+1.481e-01
53.909999,+9.354e-02,+1.144e-01,+1.700e-01,+1.056e-01,+1.245e-01,+1.491e-01
53.929999,+9.437e-02,+1.164e-01,+1.640e-01,+1.006e-01,+1.262e-01,+1.501e-01
53.949999,+9.694e-02,+1.169e-01,+1.626e-01,+9.951e-02,+1.266e-01,+1.440e-01
53.969999,+9.948e-02,+1.176e-01,+1.610e-01,+9.827e-02,+1.272e-01,+1.446e-01
53.989999,+1.001e-01,+1.179e-01,+1.668e-01,+1.043e-01,+1.210e-01,+1.471e-01
54.009999,+1.006e-01,+1.181e-01,+1.702e-01,+1.078e-01,+1.174e-01,+1.486e-01
54.019999,+1.010e-01,+1.183e-01,+1.722e-01,+1.099e-01,+1.217e-01,+1.494e-01
54.039999,+1.013e-01,+1.185e-01,+1.733e-01,+1.112e-01,+1.242e-01,+1.500e-01
54.049999,+1.016e-01,+1.187e-01,+1.676e-01,+1.120e-01,+1.257e-01,+1.504e-01
54.059999,+1.018e-01,+1.189e-01,+1.642e-01,+1.062e-01,+1.266e-01,+1.442e-01
54.079999,+1.021e-01,+1.191e-01,+1.622e-01,+1.092e-01,+1.272e-01,+1.470e-01
54.089999,+1.023e-01,+1.193e-01,+1.608e-01,+1.109e-01,+1.276e-01,+1.487e-01
54.099999,+9.611e-02,+1.195e-01,+1.663e-01,+1.120e-01,+1.215e-01,+1.497e-01
54.119999,+9.252e-02,+1.197e-01,+1.695e-01,+1.064e-01,+1.179e-01,+1.503e-01
54.129999,+9.039e-02,+1.199e-01,+1.714e-01,+1.030e-01,+1.158e-01,+1.507e-01
54.149999,+9.551e-02,+1.200e-01,+1.725e-01,+1.011e-01,+1.145e-01,+1.510e-01
54.159999,+9.852e-02,+1.202e-01,+1.667e-01,+9.985e-02,+1.201e-01,+1.512e-01
54.169999,+1.015e-01,+1.206e-01,+1.612e-01,+9.855e-02,+1.252e-01,+1.515e-01
54.189999,+1.022e-01,+1.208e-01,+1.599e-01,+9.816e-02,+1.264e-01,+1.517e-01
54.209999,+1.027e-01,+1.210e-01,+1.590e-01,+9.786e-02,+1.271e-01,+1.454e-01
54.219999,+1.031e-01,+1.212e-01,+1.584e-01,+9.760e-02,+1.276e-01,+1.417e-01
54.229999,+1.034e-01,+1.214e-01,+1.579e-01,+9.737e-02,+1.280e-01,+1.459e-01
54.249999,+1.037e-01,+1.215e-01,+1.574e-01,+9.716e-02,+1.283e-01,+1.483e-01
54.259999,+1.039e-01,+1.217e-01,+1.571e-01,+9.695e-02,+1.221e-01,+1.498e-01
54.279999,+1.042e-01,+1.219e-01,+1.567e-01,+1.032e-01,+1.185e-01,+1.506e-01
54.289999,+1.044e-01,+1.157e-01,+1.628e-01,+1.068e-01,+1.163e-01,+1.512e-01
54.299999,+1.046e-01,+1.121e-01,+1.663e-01,+1.089e-01,+1.150e-01,+1.516e-01
54.319999,+1.049e-01,+1.099e-01,+1.683e-01,+1.102e-01,+1.141e-01,+1.518e-01
54.329999,+1.051e-01,+1.086e-01,+1.631e-01,+1.111e-01,+1.135e-01,+1.520e-01
54.339999,+1.053e-01,+1.077e-01,+1.664e-01,+1.052e-01,+1.131e-01,+1.522e-01
54.359999,+1.055e-01,+1.071e-01,+1.683e-01,+1.018e-01,+1.128e-01,+1.523e-01
54.369999,+1.057e-01,+1.067e-01,+1.630e-01,+9.981e-02,+1.125e-01,+1.525e-01
54.389999,+9.955e-02,+1.064e-01,+1.599e-01,+9.857e-02,+1.122e-01,+1.526e-01
54.399999,+9.595e-02,+1.061e-01,+1.580e-01,+9.778e-02,+1.120e-01,+1.527e-01
54.409999,+9.382e-02,+1.059e-01,+1.568e-01,+9.724e-02,+1.117e-01,+1.529e-01
54.429999,+9.252e-02,+1.056e-01,+1.559e-01,+9.686e-02,+1.179e-01,+1.530e-01
54.439999,+9.171e-02,+1.118e-01,+1.553e-01,+9.655e-02,+1.215e-01,+1.531e-01
54.449999,+9.117e-02,+1.154e-01,+1.548e-01,+9.630e-02,+1.236e-01,+1.532e-01
